x,y,z,j
2868.59,745.853,18,93.23
-899.6,-867.425,55,97.92
297.77,428.023,23,44.11
4284.95,-4238.766,-24,93.53
2679.49,-2545.472,32,28.15
2855.71,343.744,4,26.93
3519.89,-3800.892,94,67.64
-349.71,-4971.855,1,39.95
2611.09,-1542.615,-95,24.11
4394.77,-3228.613,63,47.84
406.52,-1055.801,-91,37.08
1332.45,-2509.768,-32,19.1
1428.95,-733.23,-73,27.53
15.32,-4357.737,-81,42.76
2026.5,-2394.805,-97,33.29
1099.67,-3470.056,-44,23.25
-282.46,-1626.791,-99,26.46
2336.03,389.108,3,22.19
3885.07,-2208.187,24,67.83
4303.27,277.431,-13,71.61
1729.28,-813.57,-1,65.58
2698.62,435.019,-71,85.8
-828.01,-934.453,25,85.58
2877.53,923.291,-27,92.33
1332.36,-229.449,85,88.5
904.39,-4035.302,-88,60.66
3066.12,-4427.111,11,76.94
2792.14,-3073.93,-55,63.98
2985.88,-2375.188,-8,58.2
4652.04,-2561.52,-35,79.7
4433.9,-4167.631,-33,21.63
3736.83,-3906.979,6,69.58
1983.89,-2444.261,8,91.29
633.89,185.712,-96,66.62
3096.05,-3464.53,6,56.63
998.83,270.751,-40,44.8
1668.55,-2406.044,-17,26.69
-338.35,-4500.961,80,44.01
2677.87,-3820.964,11,75.87
4761.08,-2951.471,48,62.16
1466.34,910.336,83,27.79
1198.46,-2477.47,8,99.48
1223.83,-4393.457,-40,46.53
1685.26,-1439.487,-35,37.97
781.81,-2302.766,16,11.61
1041.65,-3499.382,-35,61.92
894.4,-575.902,89,61.38
4732.58,-3559.118,-65,78.81
3040.16,-4575.137,-62,71.66
1929.64,25.005,-54,84.01
2525.79,-4901.833,-22,71.34
3166.16,-2533.293,56,28.09
560.36,182.517,0,17.79
4479.31,-2946.472,-18,21.99
-157.52,-2463.115,-57,19.39
3872.2,-4366.411,11,94.18
2729.34,17.545,-74,13.46
3430.97,-1447.81,-41,95.48
3851.95,-1293.825,68,56.57
3135.02,-3123.525,95,77.23
2491.42,765.999,68,81.76
1504.9,-4547.355,-29,66.32
107.82,-2389.762,76,72.73
552.06,415.032,-20,58.97
1181.11,340.076,-96,29.89
4880.17,-4068.812,-12,52.78
4041.5,-2200.704,41,89.96
-508.64,834.756,-37,56.29
1990.1,709.387,97,14.06
999.97,748.358,87,31.12
-395.87,-1378.37,-10,52.09
2794.87,-1887.216,-4,22.62
3511.8,-3477.632,-49,30.19
386.66,-965.945,25,29.26
580.88,-4223.217,-63,83.43
1754.13,-129.05,82,64.44
3179.49,11.541,15,78.54
4928.93,676.167,-81,44.27
2083.79,-3570.234,-85,91.5
4138.33,-3401.207,-80,56.68
1866.29,185.372,2,52.83
-139.48,-3142.726,-82,74.25
-602.98,-656.868,97,27.59
756.29,-1656.767,-71,34.3
1388.69,183.942,5,54.58
3194.69,240.222,66,16.83
-774.65,-3998.609,-35,62.04
-643.97,-834.092,35,57.15
-381.4,-2718.312,-58,90.23
4884.3,791.01,36,18.44
2604.62,-2959.742,4,52.69
3461.92,-1418.653,43,23.28
1767.28,-2662.026,51,45.95
-427.99,-1261.82,59,39.92
-286.87,-1769.948,-49,92.19
4964.7,-2121.634,-79,28.49
4025.58,-3351.267,47,84.0
4310.51,-3177.838,69,29.59
3653.92,-3148.924,-54,83.21
4229.25,-4426.035,-89,83.92
2755.81,-4728.972,-2,79.23
3727.89,-2667.206,-76,42.25
2659.32,899.385,-16,95.17
3293.38,-1316.817,39,53.21
-203.92,-4116.07,62,93.48
-107.94,-3668.817,-97,49.26
2348.08,-1884.3,9,47.35
466.54,861.985,-18,55.28
3818.98,-744.463,79,71.69
1541.51,-4077.645,54,51.97
4674.89,-398.655,45,80.79
506.95,-2032.128,-32,67.96
1089.46,-2114.898,83,70.32
4998.89,-2873.056,93,60.87
3295.74,-498.03,81,67.32
2373.57,-1727.495,-58,47.3
61.49,-983.848,-75,92.37
-500.51,-648.816,-44,49.0
-997.25,-2571.247,83,57.39
-852.24,-4312.169,99,27.67
2389.5,-4368.624,78,20.13
-296.11,866.641,-81,74.1
2011.06,-2985.955,-89,28.17
-655.79,810.477,52,56.36
1206.54,-3069.78,28,98.71
160.06,-4431.018,-48,36.38
1842.08,-622.865,63,59.15
1024.35,779.457,-79,15.76
3082.43,-4.042,-42,31.31
984.62,-4628.267,7,47.62
1218.02,-2042.224,-84,14.85
331.49,-2004.968,-26,69.06
2494.12,91.247,32,97.6
139.62,100.978,-59,72.52
2208.64,-1928.441,54,19.53
565.07,-128.624,-97,87.97
-430.53,-4852.982,-17,13.11
504.33,807.094,-58,49.32
4721.32,-2740.113,-91,95.73
2680.33,-1412.408,16,15.32
2257.39,-887.151,-55,88.27
433.3,-4370.341,-70,53.98
1540.74,281.741,-1,58.31
-224.93,275.304,58,78.47
-208.29,-4830.222,48,26.51
3889.15,-744.884,22,99.37
2838.93,-3037.832,2,43.71
2013.47,-1053.601,38,15.6
4729.92,921.703,82,75.06
4597.52,51.816,8,45.63
321.87,-3918.617,-29,53.65
1002.15,640.672,-49,58.59
4693.66,-26.325,88,26.53
4505.75,-1240.282,57,99.53
3398.5,-3510.736,-28,64.48
1968.56,660.644,-68,44.02
3920.08,-1118.135,50,59.57
927.11,-4022.595,1,84.11
58.05,-4147.108,54,50.26
1041.84,-1868.259,-37,51.18
-645.7,-2824.099,-33,17.3
4357.7,-2621.52,74,48.76
337.29,-2477.714,13,67.22
853.32,-3309.887,-74,67.42
1611.04,-3727.236,49,81.16
4861.67,-3805.834,100,95.61
2461.09,-3148.325,43,62.74
2691.88,-2548.529,-61,16.48
-247.99,-2768.3,-2,59.26
1249.77,-1078.542,76,93.44
970.19,-3051.62,7,51.34
-688.01,-1795.969,-60,37.83
4648.67,604.503,63,57.36
-516.66,-287.901,-15,34.76
1740.49,-1420.544,90,12.64
3265.58,-412.405,60,95.38
4461.97,-3314.695,-65,47.52
3072.11,-3169.02,30,25.84
3652.69,279.35,-34,98.93
4522.61,-1794.199,-4,85.67
4498.67,-3521.658,84,38.51
2068.6,-906.287,-15,13.45
-471.6,-4656.239,73,37.96
1727.18,473.195,-65,62.06
1953.19,-1914.861,70,88.12
1933.38,-3990.778,35,69.83
4968.25,-1044.809,-36,62.57
3948.9,313.614,41,26.63
3644.64,-2789.708,47,57.12
2672.65,-3254.215,-12,98.86
4930.72,-3361.615,6,12.62
4253.45,916.534,48,80.46
1973.87,-4489.434,-82,95.89
968.1,-1596.584,8,52.94
223.95,-3136.218,-14,14.51
-653.1,-4036.453,-2,29.74
1876.61,-1497.788,100,81.65
-339.66,-3411.577,2,48.32
4789.96,674.695,11,58.96
3578.91,-2563.264,18,22.51
627.65,-2210.624,-55,46.74
1296.6,-2300.498,61,87.1
1702.6,-3124.809,-6,54.3
4324.78,-4268.073,70,86.84
2293.11,-1104.365,-11,12.22
3633.93,-2077.002,-91,59.84
4533.56,226.15,1,25.96
2358.82,-574.719,-64,12.37
414.28,522.548,-98,62.35
4243.2,-4289.617,-65,22.87
1060.95,-2969.514,-84,37.71
983.59,-3122.239,-85,88.5
-693.14,-2695.915,60,19.23
3977.03,-2685.496,18,69.2
124.02,-836.936,73,99.88
3364.87,-1930.089,-6,74.53
4771.95,-1500.242,50,38.9
916.27,-2338.46,-82,19.3
-819.15,-23.575,88,46.01
3200.95,-2537.205,-27,12.33
1107.55,-363.741,52,66.16
1098.77,-3670.968,-34,95.72
3030.77,-1036.926,85,69.15
1483.53,-4570.825,-73,79.03
2371.16,-343.635,70,73.87
849.66,829.308,-37,98.23
3262.5,661.115,-56,56.79
2406.26,-3313.785,-33,23.39
1847.43,-1303.891,90,78.89
-825.06,-388.544,-77,64.16
1423.92,-2136.905,8,24.44
3609.86,-4582.343,32,80.61
3540.93,-840.678,90,91.01
-907.48,-3748.533,26,21.38
1649.85,441.29,13,77.32
3986.47,-2458.676,-82,62.98
319.83,-3778.139,-57,43.05
275.84,-2395.213,-48,25.09
2667.65,-2191.076,20,10.09
74.86,-2910.532,49,74.73
4075.28,414.807,82,54.47
4753.13,-4317.864,-10,83.97
34.11,-2638.137,88,63.14
4851.83,-1921.831,22,34.38
1228.78,-1704.812,55,13.5
-542.96,-2612.232,19,20.26
1157.8,-2470.519,-89,11.84
2734.48,-2607.511,25,15.46
4034.28,-142.75,90,91.43
896.56,811.2,-40,56.95
3500.89,-2629.649,4,75.25
483.98,-3323.345,-56,13.37
3244.3,-516.299,79,27.62
-991.36,-794.284,58,19.91
643.78,971.402,37,95.9
4078.42,680.937,90,64.91
2752.9,960.551,-60,14.95
3222.46,765.071,-76,23.33
371.08,212.957,0,72.48
-768.15,-2693.692,29,31.57
644.53,-4561.561,90,70.14
2351.69,-3429.597,94,88.83
2951.25,-1157.093,-7,88.47
608.33,-3144.462,-55,48.58
2106.54,-608.629,-52,83.54
1524.51,-676.26,98,85.13
2162.74,-2576.38,64,80.7
4305.17,-4780.395,92,40.06
2310.59,-484.767,-16,98.16
4045.85,-913.273,-89,82.7
1153.27,-1723.235,-54,95.85
1339.8,-333.112,17,18.02
1037.48,-338.821,-57,77.65
-296.25,350.356,44,17.2
2338.65,-3677.536,-10,18.6
2006.41,-3188.821,-98,68.59
4801.84,-4436.579,-30,53.17
3942.59,-3637.571,85,73.76
2925.14,-4374.316,-41,37.83
2637.87,744.847,-21,86.52
1088.37,-2303.225,58,61.91
2159.79,-2675.321,-1,82.9
4285.66,-3592.036,-43,99.24
4321.03,-3608.669,-45,63.8
-358.65,-3119.526,65,67.93
120.23,-3254.448,-50,93.91
349.69,-1189.06,-69,22.54
976.79,-1205.134,-61,80.35
1357.16,-4896.495,-55,51.13
4921.87,-225.475,38,45.44
4631.82,-4712.714,-50,10.99
3876.21,-4981.014,-64,78.86
2173.55,-4561.372,67,22.95
1691.46,-414.705,41,73.5
-521.74,-1898.924,49,27.22
2979.23,-869.235,-83,49.75
2055.77,-3921.8,-13,89.73
-190.32,-3307.24,-48,45.38
2114.85,-2382.905,70,33.97
1265.29,-4210.01,-62,65.82
1400.04,786.628,-24,95.37
-894.95,-3257.63,-27,72.68
3564.09,165.545,60,32.37
511.47,-592.07,-76,76.73
1634.26,57.718,-25,40.56
3603.3,-1836.076,8,35.01
1524.05,-3508.47,-20,63.66
2378.09,-2226.665,13,78.32
-125.51,372.425,77,63.1
4397.04,-4819.913,-98,73.89
-907.76,-2253.718,97,97.79
2171.25,738.719,37,37.67
2416.76,-4979.86,-4,68.61
3139.68,-1036.046,93,51.64
2314.46,421.324,-43,34.8
4760.66,-450.88,-51,72.58
4962.45,-4908.671,84,15.54
769.01,506.881,13,10.04
3645.83,-61.648,-16,72.71
446.95,-3019.84,88,29.4
-539.4,-2073.014,97,42.61
-388.38,-1248.167,-43,15.76
3827.78,-1558.807,7,54.62
4149.29,-1299.114,6,37.65
-349.03,-556.724,-88,37.35
2187.04,-4958.758,-47,15.6
4208.54,-1681.63,98,30.84
751.02,-1973.782,55,34.82
646.39,275.716,30,75.02
2670.92,-2845.739,-64,79.95
4407.52,-53.601,-57,16.59
-21.63,496.306,-15,19.07
407.49,-4006.917,-42,23.41
4801.88,734.861,-92,75.28
3172.13,-4450.785,-87,22.98
-333.99,-3955.793,-86,76.0
4331.23,-185.469,74,24.73
566.04,-2672.068,68,98.27
1296.31,-3775.718,55,69.45
478.85,-4976.412,-51,41.95
465.64,338.613,88,61.53
-65.83,-3128.296,-47,12.93
3779.72,978.376,20,85.25
1096.35,389.287,-40,91.71
3216.47,-3464.241,3,29.89
949.56,834.18,-12,82.63
314.84,-2640.484,-35,80.05
3916.34,-2989.537,-79,19.15
-381.24,-2567.488,77,40.2
3659.01,-3263.494,-66,56.12
-858.0,-3482.121,-93,29.25
4753.9,-1291.807,94,52.53
1469.46,-513.063,4,27.36
644.38,-2765.845,-67,20.57
4516.54,-2908.802,-27,40.94
3130.26,-3606.102,-1,74.24
4007.31,-2223.238,64,12.27
1572.37,-3135.607,60,88.64
4691.68,681.677,1,57.12
4120.2,-166.445,-93,86.06
4196.36,-2213.563,29,34.98
2151.72,-2185.558,-13,39.54
2140.9,-37.353,23,80.6
1416.6,-849.286,-62,81.35
-3.22,-1938.44,26,72.1
1122.59,-2332.451,-99,52.06
-245.97,-1650.782,41,67.58
4856.48,-46.145,-28,49.56
748.36,-2184.174,77,32.48
-393.23,-3805.394,-84,95.22
3397.14,-3584.785,48,72.05
2286.18,-3033.124,-16,31.5
-960.41,998.313,-16,78.77
1897.26,-1470.961,-73,42.73
2304.5,419.376,-11,15.4
-963.82,844.555,-37,55.62
640.39,329.153,49,35.71
4932.27,-1864.425,-76,37.07
1476.2,-1117.324,-66,62.06
2915.0,-286.696,-76,49.42
-843.54,-3007.613,-66,51.31
4423.49,-4409.3,38,57.78
4236.43,-3478.53,-19,16.61
3689.33,-3306.861,-1,55.17
608.17,-4865.996,80,59.35
-660.62,-3710.576,-49,22.19
55.49,-3889.294,-92,49.55
-847.94,836.549,63,36.18
2703.96,-3326.655,-61,70.26
-134.53,222.804,18,76.56
-681.93,-4619.915,-29,96.34
3986.31,-1284.148,56,98.86
106.93,-2782.888,96,82.85
3486.89,-2247.23,74,17.62
3157.21,-1325.081,56,27.02
4987.23,720.812,-22,80.67
141.51,-3680.402,-10,79.45
3964.36,-1222.772,-51,70.45
1153.49,222.701,81,33.22
985.94,-179.48,-22,19.89
3366.1,-2288.55,57,26.7
1759.59,586.981,-20,32.53
2314.33,319.889,-57,65.16
2036.29,-1053.964,28,45.77
1873.62,-2036.475,35,15.53
595.47,-4274.357,65,39.78
2591.76,-14.708,-15,49.27
1281.62,-3003.618,-23,91.67
3349.07,-2735.829,-48,91.0
1694.17,771.262,96,66.8
4046.18,-4980.67,98,16.83
345.08,-2730.639,-80,91.67
4384.8,-2334.949,-94,46.16
4756.57,-855.601,-5,93.61
4140.6,-1893.222,56,32.57
1645.39,-1975.8,-31,92.25
3173.7,-360.5,-35,41.2
3905.92,-1872.834,48,83.4
3960.8,-4479.174,23,11.77
772.1,-3938.627,-100,57.78
1116.47,-170.662,93,71.18
1766.22,-2306.156,76,87.94
1558.45,-4844.459,81,78.4
2161.3,-2020.507,32,15.6
4244.3,-2163.367,-96,89.26
3807.19,-2554.419,56,32.09
169.34,-2550.905,-20,86.7
3483.84,-268.904,-65,24.34
125.13,-2493.447,-29,93.58
2197.71,-3210.4,-19,81.03
239.48,-3384.957,-77,46.36
1803.65,-853.569,-7,78.42
2200.46,-1191.805,-83,21.88
1245.71,-240.816,21,94.75
1258.39,-1853.249,17,81.41
2125.47,-2030.835,-96,49.98
4804.13,-1862.806,28,61.12
2378.56,-750.053,57,45.98
1225.44,-2299.544,3,46.74
186.72,-878.038,-40,97.89
293.24,-2448.184,0,88.58
960.75,969.232,46,52.17
4138.0,-1352.511,-17,96.38
-887.71,-3026.538,41,67.15
1790.88,-3682.172,15,40.09
570.08,-4720.605,-94,61.56
4648.05,-1583.655,-37,51.22
343.26,275.092,89,30.36
3436.27,-4582.073,11,43.41
-164.96,-4073.771,-27,49.03
2585.8,-1400.186,1,59.82
2657.16,-249.733,-100,33.22
1682.67,591.177,46,98.29
-312.31,-4479.831,42,72.8
457.89,-2997.109,65,60.58
2289.15,-1865.058,-60,86.6
1613.69,-2152.728,-89,14.35
1014.69,365.349,-8,52.61
-7.96,-1611.198,-77,11.63
1808.43,-4153.768,78,67.67
-28.58,-1416.945,-46,55.26
2568.0,-476.751,-49,58.52
-809.83,-2527.287,-90,65.24
2199.35,-155.183,57,48.16
-827.69,-4834.011,-1,40.62
542.1,-1552.435,-89,90.68
-20.3,-2927.407,-51,69.12
-409.91,-398.81,54,48.23
4038.22,-215.24,61,75.92
626.28,-4614.493,-100,85.41
2961.58,-2473.158,42,44.09
-11.45,721.863,-51,82.25
-713.31,-624.659,-69,26.55
2012.1,-4251.805,-50,47.79
4379.15,-753.775,-50,67.68
2741.78,-4886.452,-49,59.11
3615.0,946.198,-4,18.02
4644.1,-356.229,27,74.73
3465.96,-1877.871,54,16.16
660.79,-1474.409,67,78.62
3178.82,-3790.427,-19,10.23
3341.29,-1003.285,66,97.6
656.88,-1838.398,31,10.28
654.06,-1073.331,37,56.17
2101.43,-542.064,-29,63.67
3220.24,-3663.553,93,42.07
1564.6,-446.216,100,12.07
2602.66,-1790.054,-49,64.8
1918.19,-1918.889,36,62.7
-201.57,-1219.673,95,30.23
1184.56,-1952.965,-22,70.5
402.6,-2924.906,-13,11.93
3149.54,-4103.955,58,72.64
-77.01,-71.861,-30,98.98
2594.29,-4104.398,84,44.84
3302.52,-1391.452,56,82.9
742.5,-1262.552,99,31.12
1359.88,-401.723,-42,36.19
2111.41,-1529.468,-14,90.59
3750.81,-2758.265,-29,13.69
2432.49,-4927.435,-38,82.4
1936.98,-43.664,-79,68.14
184.94,-1197.47,22,57.68
316.26,-2150.43,-96,51.05
2401.77,-1798.65,0,66.16
4416.08,-3996.611,-14,93.87
812.52,-4057.535,8,41.43
1388.81,-1909.093,-1,70.7
1291.24,-90.102,-100,96.38
1494.58,-339.616,74,56.98
-595.13,-3079.452,21,32.54
4060.49,-3966.232,32,83.79
2317.39,-1667.521,62,81.7
-259.01,365.61,15,72.5
-864.08,-3946.534,85,82.71
681.23,-4912.76,64,73.5
559.97,-1773.959,53,16.0
4256.71,-278.054,-28,15.04
-525.26,-2583.66,-1,22.07
327.96,-3184.483,86,16.88
2133.82,-4198.019,60,31.6
309.84,-2832.039,-78,84.87
1486.33,-1021.923,-71,58.25
782.96,-3299.303,75,19.83
319.79,-3386.189,34,43.64
4628.85,-2037.637,27,39.3
3986.58,-2299.382,-81,14.29
1366.99,-3443.061,11,12.16
63.08,-1857.893,31,93.5
2164.47,-879.347,-71,20.32
4388.21,-1287.144,-9,37.33
-970.92,-1890.241,-7,36.78
808.58,-910.893,8,14.14
-934.87,-999.644,20,89.74
545.89,523.659,-64,70.56
3739.88,-2805.587,19,38.15
2225.46,-1046.004,-63,18.49
2995.62,-2177.396,50,77.55
1454.41,-1492.718,90,91.96
1362.65,-3671.662,-31,93.78
566.31,-3604.836,-17,10.28
2884.31,-4437.999,-53,88.92
2993.72,-567.455,0,17.49
1825.64,-1514.341,19,68.95
4885.9,-1819.532,76,21.03
4869.01,-1541.217,60,33.04
2891.38,-948.274,58,31.56
2496.22,-3645.79,55,57.39
59.62,325.444,91,27.41
-748.37,-4544.644,54,97.33
3513.78,-1952.139,87,25.43
4744.11,598.479,-6,57.64
-396.03,-1493.734,-82,87.92
-931.24,-3457.128,-21,82.81
3391.37,-2398.103,-87,60.08
-241.75,-2935.467,-76,91.71
-245.43,-2169.948,43,33.54
2075.21,-2249.433,96,13.44
4936.51,-548.319,-51,34.4
1849.58,-1961.258,24,72.21
-267.27,-2774.632,-75,62.96
2518.86,-3666.389,-58,54.51
-955.45,-1122.547,66,73.8
-966.71,-4212.64,71,27.69
4190.66,-853.12,98,17.69
860.15,-1311.817,24,61.28
196.8,-4628.202,76,29.67
1609.01,-4040.977,38,14.49
530.06,-4872.36,-38,29.87
-940.69,-1280.018,2,24.81
187.96,-3228.571,-89,16.25
2067.05,3.961,-98,94.23
-643.15,-3077.569,34,52.26
1308.5,-628.826,-77,59.68
4309.85,-3778.272,-80,36.57
935.27,-4228.168,-86,12.53
137.34,-4480.497,-43,41.3
3091.08,-2551.219,36,38.12
3462.84,295.556,16,80.6
4568.08,-4518.879,57,70.82
4910.04,-2477.765,-80,92.03
-857.43,-1311.675,-18,24.25
4420.78,-2401.759,-41,69.77
4873.34,-2989.9,58,28.65
1648.58,-2792.938,-29,62.28
381.18,-740.398,9,62.03
3382.96,-1158.506,-29,39.32
1237.38,272.231,44,34.3
2325.88,-2913.262,-68,89.54
3666.39,-4292.029,-19,36.69
1965.81,962.713,81,12.25
1596.56,-877.963,85,16.6
54.18,-155.395,-49,65.48
3962.53,-941.43,-51,21.38
3466.13,450.92,-51,87.46
3131.25,-3487.942,-38,11.34
3532.47,-3261.025,30,43.26
-283.69,-3562.254,-56,58.28
-707.66,-4645.761,40,92.72
828.12,883.983,-51,60.55
3710.61,-861.855,66,88.22
533.28,650.605,-98,66.57
-805.7,511.404,-56,63.74
2010.09,-581.804,68,82.81
3516.13,-2669.576,-33,54.13
-802.49,-2771.148,15,41.72
3848.43,-3941.521,55,97.7
-368.11,-4555.623,-99,46.83
404.39,-2030.086,0,82.57
1673.71,-4860.663,46,18.43
2188.46,-4847.984,96,88.9
-629.72,249.374,22,40.72
1531.27,-4380.307,-100,25.03
842.82,-4589.543,-30,44.5
-834.81,-591.675,-40,50.22
707.81,-3754.057,-6,74.9
-428.88,250.161,-22,10.23
1713.27,-1861.665,-32,51.09
2731.35,-1119.288,27,68.45
-167.38,-2076.373,23,80.1
-317.17,-1986.234,-25,73.72
4099.07,342.61,-10,59.96
3746.99,-1184.357,86,60.81
4953.76,-158.51,33,91.55
1199.96,-3449.944,-5,78.31
100.34,-1150.607,92,35.9
2459.51,-1820.98,11,30.67
3308.46,-4523.412,33,36.43
1245.13,-3703.108,-80,10.63
1082.98,-667.876,-37,52.82
-720.78,-3598.648,-56,15.99
1171.6,-2655.773,9,96.59
4638.44,-1059.676,47,20.57
-512.5,111.48,93,53.85
970.39,-806.921,1,55.27
-291.61,344.063,-25,39.57
483.78,-96.331,-38,38.31
-281.19,-4705.457,77,69.99
3737.55,-453.025,86,42.88
-457.65,-3180.552,97,42.13
4299.4,-992.96,-55,24.21
-15.52,943.369,51,28.66
2231.03,-3600.738,-85,25.17
-598.66,-1667.634,64,79.94
-974.03,904.392,-62,50.28
1677.27,-4518.208,-10,76.53
3377.93,-4238.307,-70,53.5
3063.31,-4302.746,54,76.71
4132.53,-3970.446,-54,75.17
350.13,-1152.15,6,69.62
2733.53,-3793.275,100,67.53
585.06,-2797.602,-88,96.37
4793.15,403.626,14,76.75
2822.07,-3601.09,47,47.58
3380.55,-1033.7,-11,89.91
3136.8,-915.845,-7,25.01
4942.34,-3680.097,-66,51.99
-881.56,763.154,-36,70.7
-981.84,-1828.722,27,58.83
554.81,-889.519,2,32.13
2735.5,-1950.302,78,32.05
4522.83,-3485.173,-48,62.85
2091.19,962.36,54,60.43
4923.13,-321.474,-73,90.23
3127.59,-3540.203,-59,82.57
2598.52,-2638.252,-61,98.19
-675.73,-2080.431,-48,77.72
1383.36,-877.633,93,95.77
1801.25,999.574,-83,42.74
3612.26,97.878,-7,39.96
2526.75,-4039.158,66,17.18
4701.41,-53.008,-15,67.37
2872.77,-531.087,-72,62.67
4950.96,-3908.454,21,41.24
2898.61,-836.834,-41,14.82
3435.37,461.629,56,30.07
2925.11,-3297.804,2,60.2
1602.02,517.052,-51,56.67
1254.18,-983.089,74,11.11
813.54,-2075.624,14,84.07
3631.25,-4046.774,20,53.38
2671.51,-3161.369,-97,85.79
-168.15,239.918,-52,80.85
-844.67,-1872.593,70,99.71
3756.53,-1679.06,23,91.79
4718.03,777.507,-40,43.25
4189.91,-3373.435,34,93.65
4577.37,-1608.565,-28,41.21
3069.74,-939.006,71,78.25
3116.01,-3060.125,9,14.48
3461.16,-952.523,71,29.97
2141.57,-4197.32,-8,60.06
-790.46,-4636.873,62,99.53
3756.15,-296.06,-71,69.8
-602.85,-697.543,-26,37.17
850.13,-1795.445,-93,63.32
4786.44,-1139.762,83,80.91
-265.69,-75.092,-70,69.26
202.91,-3254.169,36,10.43
1885.26,-2618.665,68,16.65
3217.18,-3300.118,43,50.55
1824.61,-4821.724,24,36.62
-471.69,-4430.728,71,78.39
4416.95,-4631.811,-93,95.61
4067.6,-4740.01,45,31.92
2338.61,-3689.761,58,89.96
3585.52,-4270.796,-31,99.9
3946.73,-441.663,-26,34.08
3624.74,-2610.115,79,64.57
4944.13,-2516.41,82,75.01
1752.59,-4412.454,-29,84.72
-974.57,-605.593,50,15.02
-72.73,-1307.48,-30,59.13
-354.77,850.274,30,35.42
389.33,-2090.635,30,92.84
2617.71,-3074.849,27,83.83
2386.08,-477.616,-24,41.44
3682.17,-2104.036,71,97.34
1212.49,-4648.051,66,78.88
3422.91,-1182.714,-78,79.99
-434.26,412.619,-80,60.19
230.43,-3899.159,-81,71.12
2169.49,-2306.091,-29,52.6
746.25,-3927.126,93,86.54
1810.32,353.241,37,81.73
2460.46,-3636.178,-1,24.48
1992.77,-3626.88,59,14.08
-797.36,-2441.539,-42,34.25
387.17,-4471.891,-58,45.67
-119.67,760.032,17,39.32
-264.72,-794.609,7,81.31
4732.64,-1135.604,-59,59.34
2661.5,-2518.282,76,69.94
2721.45,-625.294,-6,49.02
409.4,-4800.736,97,26.0
2303.62,-4033.204,-87,54.18
1105.79,952.955,-50,42.28
2055.26,-2568.156,8,97.31
2574.94,-1275.724,-40,73.75
4838.64,-3473.351,-14,39.75
3804.8,-2714.191,63,23.27
794.95,-288.981,-23,34.33
3707.13,-405.471,-81,27.65
-106.64,-3509.697,-55,68.03
4825.21,-612.467,-67,84.3
367.75,120.379,-70,88.75
3944.74,-1162.374,92,87.76
1462.23,-2980.295,-17,75.81
-321.89,873.413,99,50.91
1879.59,-4005.72,80,49.47
3005.02,-124.82,1,45.8
4150.21,-415.069,-66,68.99
658.73,999.407,87,45.56
2384.59,-833.398,100,55.27
3714.66,-4539.077,-20,78.47
2878.21,-3086.904,-31,41.17
915.64,-3291.574,14,78.34
3570.03,-1231.511,-69,94.38
-840.75,-191.801,91,75.01
1583.66,813.331,5,92.71
4543.43,-4193.563,74,94.57
2349.47,-1104.24,-93,40.81
3574.51,-2999.646,-33,40.49
4861.37,-3482.589,55,80.45
-18.25,-4845.977,-22,64.98
1263.27,-3435.386,-80,12.33
3159.11,-4165.093,-33,69.94
2876.17,953.24,87,59.43
3682.93,-1866.84,-61,83.89
4830.38,-429.696,52,62.42
1156.65,-1340.673,-24,97.89
767.88,705.404,21,60.97
978.46,-3148.757,93,33.5
-203.53,149.356,-50,61.66
-946.96,-4279.739,5,70.44
3017.45,-3794.641,-14,89.58
-854.73,576.672,-29,61.02
936.88,-1257.701,85,38.6
3052.62,-2625.836,-55,64.25
3069.99,-3054.824,-50,18.56
2398.52,-367.281,90,68.8
1400.51,690.608,-43,91.93
37.75,290.005,-85,27.02
4269.3,189.121,-35,46.16
980.4,926.443,-79,92.76
3773.01,-2801.563,34,13.02
864.92,-1680.713,51,40.91
4675.99,-321.942,69,71.58
3468.03,-1793.726,11,32.0
-924.66,-765.4,-90,32.48
-876.56,606.117,32,83.41
2456.62,-4367.157,-12,50.6
125.7,-3496.783,80,19.19
3963.11,-3431.47,33,65.02
1835.52,443.174,32,42.85
1825.45,-1293.383,65,14.14
4608.54,-1207.691,70,58.36
1769.0,-1755.762,70,61.97
4425.44,-2392.239,-33,26.42
4372.28,-4242.635,-32,68.86
4487.47,-1396.899,-42,84.27
4639.92,-2805.99,-57,74.09
3002.26,-3064.089,-35,20.79
1139.11,-1084.23,-21,14.03
3153.32,-3938.013,9,22.27
1584.26,261.133,99,98.57
-207.04,387.129,36,71.27
2348.25,-1901.664,47,17.59
4179.56,-3373.125,49,27.87
2383.05,-2019.541,-79,56.49
-660.9,-4897.112,33,25.63
1455.2,-1200.915,-47,37.49
3986.36,304.191,17,47.74
4749.45,-1704.651,-95,38.11
-252.47,755.828,15,81.52
316.54,-4341.759,-64,25.7
1761.28,264.686,-16,16.77
495.15,-4041.446,-88,69.65
3147.73,-1639.67,29,41.32
1275.8,-2161.043,-66,35.89
2636.15,-3251.599,100,68.02
2944.68,-4205.719,-5,60.84
-161.93,104.764,47,80.94
1857.76,-4506.696,66,10.36
3739.36,-732.821,5,13.75
508.67,-242.528,-76,14.63
-241.68,84.143,-53,86.28
3174.05,-3617.927,-50,55.11
3058.76,-697.533,-1,51.96
1999.08,-1493.485,13,11.59
2688.52,729.677,-55,39.88
